,Item,ValorUnitarioAprovado,Data,idPRONAC
1128353,Ensaios,12600.0,2014-01-07 10:09:08,154500
1182314,Demolição ,37.11,2013-04-02 00:00:00,150814
899115,Projetos Museológicos e Museográficos - Propostas Básicas,10000.0,2012-01-15 00:00:00,139657
2336094,Sítio de Internet - Design e criação,5500.0,2016-12-01 00:00:00,202447
176680,Cartaz,0.36,2010-04-05 00:00:00,120830
672471,Andaimes: Montagem e Desmontagem,21.81,2010-12-16 00:00:00,131036
1182731,"Fotografia Artística (Fotógrafo, Tratamento, Revelação, etc.)",1900.0,2012-06-10 00:00:00,150111
1492948,Coordenador de produção,12000.0,2013-03-30 00:00:00,159154
995350,Faixas,105.0,2011-12-27 00:00:00,143676
1650327,Locação e montagem de palco,879.0,2013-09-20 00:00:00,163725
2395360,Material de consumo,350.0,2016-12-01 16:04:07,203772
1027460,Assistentes,250.0,2012-02-06 00:00:00,146205
1051135,Assessor de imprensa,2500.0,2013-02-01 00:00:00,157051
2489653,Intérprete de libras,50.0,2016-12-08 13:26:47,206866
1545243,Assessoria Jurídica (Contratos Inclusive),4000.0,2015-01-10 09:55:46,160778
458284,Sítio de Internet - Hospedagem,165.0,2010-09-01 00:00:00,124417
1800525,Texto,2500.0,2013-12-18 16:48:53,168621
2017764,Telefone,250.0,2014-12-17 09:13:18,186224
1511686,Locação de equipamentos,2000.0,2013-08-09 00:00:00,160980
798998,Material de consumo,400.0,2011-12-01 00:00:00,135995
1137443,Produção de Imagem (audiovisual),10050.0,2012-03-28 00:00:00,148957
1780751,Sinalização,6000.0,2015-01-10 09:55:46,167922
465975,Assessor de imprensa,15.0,2010-06-29 00:00:00,123882
1761630,Mediador,2000.0,2014-01-07 10:09:09,170120
1292998,Aluguel de objetos de cena,300.0,2013-01-02 00:00:00,156114
1753318,Locação equipamento de iluminação,9250.0,2013-12-24 00:00:00,170222
1301029,Grades,15.0,2015-07-20 00:00:00,191777
931279,Contador,3000.0,2012-01-15 00:00:00,142677
1413351,"Locação de equipamentos de luz (torres, mesas, racks, cabos, refletores, máquinas de fumaça, monitor)",250.0,2013-03-01 00:00:00,158287
859925,Locação de assoalho e tablados,500.0,2015-01-13 10:10:34,187435
155696,Guia local,500.0,2009-11-01 00:00:00,116609
1699657,Camarim (para montagem de estrutura no caso de locais abertos),3500.0,2014-01-06 00:00:00,168669
2372270,Coordenação geral,2500.0,2016-08-30 11:38:16,201845
397441,Pesquisador assistente,1200.0,2010-08-02 00:00:00,121557
2292358,Transporte de material,4500.0,2016-09-02 10:04:15,200626
1993837,"Seguro (pessoas, obras e equipamentos - especificar)",18000.0,2014-12-12 16:50:20,185699
1105029,Refeição,35.0,2012-02-29 00:00:00,147954
145221,Coordenação geral,100.0,2014-07-03 10:31:07,178232
2232778,Matérias-primas para produção de obra de arte,20.0,2016-01-21 15:37:20,198414
1673914,Assistente de produção,2500.0,2013-12-19 16:48:33,167941
1997139,Produtor Executivo,6000.0,2015-01-12 00:00:00,185958
1716170,Mídia impressa,1500.0,2014-01-07 10:09:08,169053
1608300,Material permanente/Equipamentos de informática,600.0,2014-01-10 00:00:00,167737
426834,Adesivos,45.0,2017-06-02 10:39:17,209069
1546088,Mídia radiofônica,3000.0,2014-01-07 10:09:08,160430
1108275,Outdoors,750.0,2012-01-01 00:00:00,145106
969701,Coordenação Editorial,8000.0,2011-11-11 00:00:00,142444
476559,Produtor Executivo,1200.0,2010-10-02 00:00:00,124370
1886222,Correios,5000.0,2015-01-10 09:55:46,177383
118837,Projeto Gráfico,1200.0,2015-01-10 00:00:00,177313
63812,Hospedagem com Alimentação,170.0,2010-03-01 00:00:00,113702
684500,Palestrante,80.0,2011-04-01 00:00:00,133091
1019534,Edição de som,1950.0,2015-03-27 10:17:41,189421
2485936,"Sítio de internet
",12000.0,2017-07-24 10:30:07,209234
964833,Ator/Atriz,3000.0,2011-11-01 00:00:00,140881
241375,Músicos / Intérpretes,2500.0,2010-04-01 00:00:00,119093
2260176,"Fotografia Artística (Fotógrafo, Tratamento, Revelação, etc.)",650.0,2015-12-22 17:27:51,200219
2569376,Locação de computadores,475.0,2018-01-01 10:19:14,215788
2356208,Diárias,150.0,2016-06-09 16:33:11,202297
2530927,Rack de mixagem,3500.0,2017-02-06 00:00:00,203344
1392080,Locação de equipamentos,2000.0,2014-01-07 10:09:08,157296
2572124,Crachá,3.5,2016-08-01 03:21:04,203253
1797188,Coordenador do Projeto,4000.0,2013-12-23 17:43:08,169874
285659,Editoração Eletrônica,5000.0,2010-04-10 00:00:00,120212
173469,Mídia radiofônica,6000.0,2009-11-16 00:00:00,115559
501358,Hospedagem sem Alimentação,150.0,2015-04-23 00:00:00,126880
1772726,Locação de Espaço para Exposição,40000.0,2014-03-14 08:16:17,170400
2337885,Prêmios,12000.0,2016-06-03 00:00:00,202718
1049650,Projeto Gráfico,5000.0,2012-02-05 00:00:00,145777
658459,Mídia radiofônica,10000.0,2011-04-01 00:00:00,132723
1033084,Carregadores,100.0,2012-02-18 00:00:00,146514
54273,Produtor Executivo,4500.0,2009-06-29 00:00:00,111630
2391148,Locação de espaço para evento,20000.0,2016-06-30 00:00:00,201490
2347415,Folheto,300.0,2016-08-30 00:00:00,201626
836243,Aluguel de ônibus,450.0,2011-08-01 00:00:00,137276
1154292,Combustível,1500.0,2014-12-17 17:37:12,186911
2082031,Passagens Aéreas (Descrever os trechos na tela de deslocamentos),0.0,2015-04-01 00:00:00,188167
2163825,Programação visual,1935.0,2015-06-23 00:00:00,191729
542929,Spot de rádio,400.0,2011-02-01 00:00:00,125205
163857,Palestrante,4700.0,2014-08-15 16:20:17,177307
2362212,Direção musical,6000.0,2016-08-01 00:00:00,202771
2440467,"Aprovações, Licenças e Alvarás",10000.0,2017-01-30 13:57:20,207040
873900,Mobiliário Expositivo,650.0,2011-10-07 00:00:00,139545
788026,Grupo teatral,6500.0,2011-06-20 00:00:00,135567
1419317,"VT varejo até 30""/Vinheta até 30""
",12000.0,2014-04-30 00:00:00,158519
2530780,Carro Alegórico: aderecista,8500.0,2018-02-15 22:27:00,215882
269688,Refeição,60.0,2010-02-08 00:00:00,119494
1204500,Aluguel de vans,500.0,2012-07-02 00:00:00,150766
1763310,Palestrante,700.0,2014-03-08 08:26:30,171373
1538545,Comitê de Seleção,1000.0,2013-06-05 00:00:00,161317
1468947,Transporte de material,132221.1,2014-01-07 10:09:09,158945
1508020,Curadoria,10000.0,2013-06-03 00:00:00,160102
175666,Mídia radiofônica,15.0,2010-02-15 00:00:00,118149
499218,Assessor de imprensa,3500.0,2011-06-01 00:00:00,126627
321643,Banheiro químico,180.0,2010-09-01 00:00:00,120063
1162875,Programa,0.5,2012-07-03 00:00:00,150093
1763149,Transporte Local / Locação de Automóvel / Combustível,69.22,2015-01-10 09:55:46,171052
22552,Contador,500.0,2009-05-05 00:00:00,111239
1415925,Carro de som,30.0,2014-01-07 10:09:09,155720
53942,Coordenador do Projeto,4500.0,2014-01-07 10:09:09,118094
1158688,Coordenação geral,15000.0,2014-01-07 10:09:08,150870
48660,Refeição,15.0,2009-06-01 00:00:00,111526
1632106,Ficha Catalográfica e ISBN,250.0,2013-09-10 00:00:00,163445
1270147,INSS,3000.0,2012-11-20 00:00:00,154780
624324,Montador,180.0,2011-04-01 00:00:00,132355
40681,Contador,450.0,2009-10-01 00:00:00,111342
69333,Locação de mesa de som/ equipamentos,700.0,2009-08-10 00:00:00,113553
610280,Cantor / Solista,12500.0,2011-01-10 00:00:00,127548
2234506,Display,500.0,2015-04-28 15:46:04,190006
1905871,Assistente de produção,800.0,2015-01-10 09:55:46,178605
1353591,"Placa de rua (esquina)
",11.9,2013-01-26 00:00:00,158088
1304902,Transporte Local / Locação de Automóvel / Combustível,1500.0,2012-11-26 00:00:00,156142
2130597,Locação de Equipamento de projeção,1200.0,2015-05-28 17:03:40,190722
1966775,Mídia impressa,6.0,2014-10-23 17:41:59,184205
888615,Segurança,180.0,2011-10-15 00:00:00,140114
1965113,Telefone,120.0,2014-11-05 16:07:37,184621
1827525,Contra-regra,150.0,2014-03-28 16:32:32,175465
1571854,Assessoria Jurídica (Contratos Inclusive),3500.0,2013-08-01 00:00:00,162618
2186881,Cartaz,1.3,2015-10-30 00:00:00,192199
2458689,Prensagem,5.0,2016-08-15 00:00:00,203442
1645924,Limpeza,80.0,2014-01-16 11:04:55,166528
2244156,Álbum/book,4000.0,2015-11-04 00:00:00,194675
930956,Programação visual,1800.0,2011-10-01 00:00:00,138382
1158022,"Artista Circense Acrobata Aéreo (Tecido, Lira, Trapézio Fixo, Bambu, Corda Indiana)",150.0,2012-08-01 00:00:00,149541
1418238,Produtor,45000.0,2013-03-01 00:00:00,158546
204208,Produtor,650.0,2013-02-01 00:00:00,154414
1942185,Figurino,220.0,2015-01-01 17:16:07,183348
970454,Telefone,140.0,2012-01-02 00:00:00,142861
945867,Passagens Aéreas (Descrever os trechos na tela de deslocamentos),2000.0,2011-12-20 00:00:00,143186
2243536,Arte-finalista,6000.0,2016-11-23 00:00:00,202003
2153826,"Convite
",1.4,2015-08-26 07:29:55,191736
1887021,Direitos Autorais,100.0,2014-07-28 19:16:58,179939
884793,Mídia radiofônica,8000.0,2011-10-01 00:00:00,137950
1731717,Transporte Local / Locação de Automóvel / Combustível,320.0,2014-01-07 10:09:08,167473
2532822,Tradutor,1200.0,2017-06-28 14:08:31,208634
1609008,Cartaz,2.5,2013-07-23 00:00:00,162430
1382443,Programação visual,4000.0,2013-06-03 00:00:00,157474
1238064,Folders,0.5,2014-01-07 00:00:00,150821
1560005,Hospedagem sem Alimentação,300.0,2015-01-10 09:55:47,161037
276395,Montagem e desmontagem,100.0,2010-05-01 00:00:00,120060
1824118,Direitos Autorais,5000.0,2014-04-30 18:03:23,172624
1592859,Projeto Gráfico,1700.0,2014-01-07 10:09:08,166735
695666,Contador,1000.0,2011-03-01 00:00:00,132590
2200306,Prensagem,4.5,2015-08-07 16:26:55,192203
2003262,Instalações de prevenção e combate a incêndio,1500.0,2016-12-05 14:30:29,202094
2023526,Figurinista,7000.0,2014-12-19 09:34:30,186084
1713116,Técnico de som,400.0,2014-01-07 10:09:08,167083
920136,Professor,1500.0,2012-01-01 00:00:00,141522
1980548,Costureira,3000.0,2015-01-10 09:55:46,184469
2421174,Diretor de fotografia,5000.0,2016-10-10 10:38:24,203491
2312923,Coordenação geral,8000.0,2017-03-01 00:00:00,200703
1705128,Outdoors,10000.0,2014-01-07 10:09:08,164888
1029672,Hospedagem sem Alimentação,200.0,2012-05-01 00:00:00,146538
1020198,Passagens Aéreas (Descrever os trechos na tela de deslocamentos),2500.0,2013-01-01 00:00:00,144489
153822,Estandartes / Banners,350.0,2010-01-04 00:00:00,116401
23555,Projeto Gráfico,10000.0,2009-09-22 00:00:00,112157
1975621,Coordenação geral,6000.0,2014-10-23 17:41:59,184028
2573026,Coordenador de produção,8000.0,2017-05-08 15:36:10,208601
1751955,Trilha sonora original,2500.0,2013-12-18 16:48:33,170539
976887,Aluguel de vans,450.0,2012-01-02 00:00:00,143375
583200,Contador,350.0,2011-02-01 00:00:00,130785
2035041,Assessor de imprensa,5000.0,2014-12-15 16:49:19,187279
2191095,Assessor de imprensa,2500.0,2015-10-02 16:36:06,193330
946321,Cenografia/material/confecção,10000.0,2012-01-02 00:00:00,141365
1691413,Cenário,5000.0,2014-01-07 10:09:08,167400
324706,Locação de ilha de edição,500.0,2010-06-01 00:00:00,125012
1837676,Músicos / Intérpretes,4000.0,2014-03-15 08:08:04,172802
1595571,Ensaiador,2000.0,2014-01-02 00:00:00,162283
2200161,"Sítio de internet
",1000.0,2015-10-16 00:00:00,193934
1264231,Assessor de imprensa,1800.0,2012-11-07 00:00:00,155642
1010573,Clipping,450.0,2013-03-08 00:00:00,146184
1886610,"Banner/faixa adesiva/faixa de lona/saia de palco/testeira/pórtico
",100.0,2015-01-10 09:55:46,180110
442204,Busdoor,7000.0,2011-01-14 00:00:00,126187
458921,Montador,200.0,2011-03-08 00:00:00,124278
2034900,Locação de rádio de comunicação,5000.0,2014-12-12 16:50:20,186304
1654381,Uniforme,25.0,2013-10-15 00:00:00,163804
653003,Locação de Sala de Espetáculo,1000.0,2011-07-01 00:00:00,133332
1138049,Prensagem,3.3,2012-04-01 00:00:00,149241
1640362,Aluguel de vans,400.0,2014-01-01 00:00:00,167731
535144,Locação de cadeiras,1.3,2015-07-02 00:00:00,169362
426337,Material de consumo,3000.0,2014-04-14 00:00:00,126830
328889,Aluguel de instrumentos,400.0,2010-06-01 00:00:00,121056
988823,Afinador,500.0,2015-01-10 00:00:00,146762
167243,Sítio de Internet - Design e criação,4000.0,2010-09-01 00:00:00,117274
248274,Assistente de produção,500.0,2010-05-15 00:00:00,119385
632021,Coordenação de Programação,1200.0,2011-03-01 00:00:00,131877
833217,Locação de Gerador de Energia,4300.0,2012-06-20 00:00:00,150510
2100454,Assessor de imprensa,2000.0,2016-08-10 00:00:00,203004
145751,Projeto Gráfico,4000.0,2012-02-01 00:00:00,145405
1052411,Impressão,380.0,2013-05-14 00:00:00,147225
960032,Instrutor,800.0,2012-05-01 00:00:00,141532
406378,Sítio de Internet - Design e criação,5000.0,2016-03-01 11:30:21,200739
897602,Locação de câmera completa,230.0,2011-08-05 00:00:00,138736
1741076,Peças de Internet(criação/textos/frames/multimídia),15000.0,2014-01-07 10:09:08,167536
13350,Cartaz,4.5,2009-10-01 00:00:00,111674
326188,Projeto Gráfico,4000.0,2011-01-01 00:00:00,121297
584662,Cenografia/material/confecção,15000.0,2016-05-18 16:22:20,201205
1992618,Custo distribuição para bibliotecas,15.0,2015-01-10 00:00:00,183815
799876,Assistentes,500.0,2011-09-01 00:00:00,135797
691423,Uniforme,350.0,2015-10-23 16:58:29,194632
355843,Advogado,3000.0,2010-04-05 00:00:00,120199
2051591,Camisetas,15.0,2014-11-14 00:00:00,184588
745753,Cópias e reproduções,150.0,2013-11-01 00:00:00,163702
501155,Maquiador,20000.0,2010-10-10 00:00:00,126881
864339,Locação equipamento de iluminação,2500.0,2011-08-05 00:00:00,136847
2357703,"Locação de equipamentos de luz (torres, mesas, racks, cabos, refletores, máquinas de fumaça, monitor)",1500.0,2017-08-02 10:54:07,208785
80268,Designer,0.0,2009-08-25 00:00:00,113065
1749498,Designer,3800.0,2014-01-07 10:09:08,168594
801189,"Fotografia Artística (Fotógrafo, Tratamento, Revelação, etc.)",1200.0,2011-06-20 00:00:00,135458
977151,INSS,858.0,2016-07-06 00:00:00,137040
2374591,Caixa de Produção,800.0,2016-09-16 00:00:00,203133
147670,Carregador,50.0,2012-01-01 00:00:00,115186
1479110,Montagem e desmontagem,2200.0,2014-01-07 10:09:08,159537
586667,Afinador,50.0,2011-01-04 00:00:00,130757
1240647,Operador de Multimídia,350.0,2014-01-07 10:09:09,153410
1850097,Assistente de produção,600.0,2014-04-05 07:41:46,173316
1926471,Refeição,35.0,2015-08-05 00:00:00,183058
1611801,Palestra,0.0,2015-01-10 09:55:46,162926
1417300,Programa,3000.0,2015-01-10 00:00:00,158547
211385,Hospedagem sem Alimentação,150.0,2009-11-23 00:00:00,116062
1305292,Músicos / Intérpretes,1000.0,2015-12-08 00:00:00,193769
2060284,Maquiagem,1000.0,2014-12-17 00:00:00,186430
1322552,Passagens Aéreas (Descrever os trechos na tela de deslocamentos),550.0,2014-01-07 10:09:09,154726
1499193,INSS,90.0,2013-06-03 00:00:00,159838
1866779,Ventilação / exaustão,145314.28,2015-02-27 16:44:12,177411
13226,ISS (Se não estiver incluído no valor do cachê),0.0,2010-03-08 00:00:00,114899
2213568,Locação de Piano,10000.0,2015-11-09 16:58:55,193516
2142844,Webdesigner,6500.0,2015-06-01 16:28:25,191057
288642,ISS (Se não estiver incluído no valor do cachê),0.0,2010-02-14 00:00:00,119340
988156,Roadie,2000.0,2012-07-13 00:00:00,141356
1341,INSS,165.0,2009-07-01 00:00:00,111328
2204245,Tapumes/cercas,13000.0,2015-11-02 15:52:47,193954
2378593,Impressão,1000.0,2016-10-01 00:00:00,202834
2374429,"Locação de equipamentos de luz (torres, mesas, racks, cabos, refletores, máquinas de fumaça, monitor)",3000.0,2016-09-30 14:20:30,203570
1384718,Operador de vídeo,450.0,2013-01-14 00:00:00,156947
2572172,Direitos Autorais,25322.44,2018-03-05 22:49:06,217044
2468794,Coordenador do Projeto,15000.0,2017-05-16 11:20:57,207910
861950,Técnico de Luz,1560.0,2012-01-09 00:00:00,137638
2447483,Material de escritório,0.0,2016-11-15 16:24:51,205219
377725,Contador,2600.0,2015-01-10 09:55:46,184508
1047913,Locação de computadores,100.0,2012-03-29 00:00:00,146846
1373303,Transporte Local / Locação de Automóvel / Combustível,1000.0,2014-01-07 10:09:08,156995
157071,Recepcionista,250.0,2009-11-14 00:00:00,115992
1696273,Recepcionista,0.0,2014-01-01 00:00:00,168663
2455806,Produtor,0.0,2017-06-01 11:57:58,207895
40381,Projeto Gráfico,12000.0,2009-07-01 00:00:00,112697
2349291,Coordenação Técnica,4000.0,2016-02-03 07:03:02,198319
1105208,Hospedagem com Alimentação,60.0,2012-04-02 00:00:00,148429
2184438,Locação de Gerador de Energia,1500.0,2015-08-11 16:50:19,192947
2418355,Hospedagem sem Alimentação,500.0,2017-02-01 00:00:00,204039
57921,Mídia radiofônica,4500.0,2009-05-30 00:00:00,111768
863404,"Seguro (pessoas, obras e equipamentos - especificar)",10000.0,2011-10-01 00:00:00,137262
1275781,Curadoria,3000.0,2014-01-07 10:09:08,154798
414687,Diretor de produção,3000.0,2010-08-10 00:00:00,122776
718674,Refeição,60.0,2012-06-01 00:00:00,133805
1401510,Revisão de Texto,20.0,2015-01-10 00:00:00,157292
1681666,Coordenação Administrativo- Financeiro,2000.0,2014-01-07 10:09:09,167251
651706,Operador de Luz,2100.0,2013-06-20 00:00:00,161536
1007138,"Banner/faixa adesiva/faixa de lona/saia de palco/testeira/pórtico
",150.0,2012-01-09 00:00:00,143339
1748031,Comunicação Direta (um-a-um),275.0,2014-01-16 11:04:55,170149
1365576,Assessoria Jurídica (Contratos Inclusive),18000.0,2012-08-24 00:00:00,153515
1044096,Mídia impressa,13000.0,2012-03-01 00:00:00,146968
187759,Locação de mesa de som/ equipamentos,900.0,2010-06-01 00:00:00,117990
1752601,Consertos e reposições,0.0,2015-01-10 09:55:46,169058
501393,Locação de auditório,1500.0,2010-10-04 00:00:00,126461
2311479,Saxofone barítono em Mi bemol,17550.0,2016-12-07 11:01:05,207092
1316613,Secretária,4000.0,2014-01-07 10:09:08,155613
179660,Coordenador Administrativo,20000.0,2009-10-15 00:00:00,115657
2299931,Remuneração para captação de recursos,38403.05,2015-11-11 00:00:00,194475
1940394,Locação de teatro,1900.0,2014-07-31 00:00:00,182772
690629,Locação de teatro,1300.0,2014-01-07 10:09:08,133451
1924437,Hospedagem sem Alimentação,120.0,2014-08-10 10:46:56,180111
1661715,Confecção de Convites,1.0,2015-01-10 09:55:46,167145
1043685,Impressão,0.5,2014-01-07 10:09:09,146174
885128,Coordenação geral,0.0,2011-10-13 00:00:00,139972
1623455,Coordenação geral,3000.0,2014-08-21 00:00:00,182707
1868189,Coordenação Gráfica,1000.0,2016-01-06 08:45:47,177773
1775552,Produtor,14260.0,2014-04-03 07:49:43,170286
2157187,Cartaz,15.0,2015-06-22 15:34:18,191664
1801082,Aquisição de equipamento de escritório,7700.0,2014-08-14 00:00:00,169239
1137160,Maquinista,1500.0,2012-05-01 00:00:00,149273
1183114,"Fotografia Artística (Fotógrafo, Tratamento, Revelação, etc.)",150.0,2012-08-01 00:00:00,151374
148148,Sonorização,5000.0,2010-01-01 00:00:00,114247
185101,Contador,800.0,2010-01-01 00:00:00,116685
2485593,Produtor Executivo,3583.0,2017-01-26 14:26:27,206860
2433398,Diretor Artístico,1400.0,2016-12-15 16:11:48,206290
1547133,Edição de imagem,12000.0,2013-07-15 00:00:00,161244
1253505,Direção musical,6000.0,2014-01-07 00:00:00,155305
975993,Arte educador,1500.0,2012-01-12 00:00:00,143167
2461825,"VT varejo até 30""/Vinheta até 30""
",2.0,2017-01-02 19:13:00,206581
1397404,Produção Gráfica,8000.0,2013-01-01 00:00:00,158142
1750146,Assessoria de Comunicação,2500.0,2014-01-07 10:09:09,170267
1100246,Pesquisador,2500.0,2012-03-01 00:00:00,147090
576076,Locação de Sala de Espetáculo,0.0,2009-09-04 00:00:00,113377
446876,Técnico de Luz,400.0,2010-08-01 00:00:00,124562
734346,Produção de Texto,2000.0,2011-03-01 00:00:00,134092
2374698,Curador,1000.0,2016-06-20 11:28:29,202840
37351,Operador de som,1000.0,2009-05-07 00:00:00,115686
28773,Coordenador Administrativo,5000.0,2009-07-01 00:00:00,111473
2518012,Escadas,29540.0,2017-11-09 16:55:48,215263
199467,Cenário,3120.0,2012-10-29 00:00:00,118685
2091410,"Folder formato até A5(15,5x21cm)
",600.0,2015-04-14 09:33:20,189328
1010492,Camarim (para montagem de estrutura no caso de locais abertos),4500.0,2011-11-29 00:00:00,142585
1525280,Técnico de Luz,1500.0,2014-07-07 00:00:00,168951
62863,Contratação de Técnicos,1000.0,2009-08-15 00:00:00,112926
56181,Materiais e equipamentos para montagem,600.0,2009-08-19 00:00:00,111693
1489982,Camisetas,25.0,2013-04-01 00:00:00,159532
828595,Remuneração para captação de recursos,77753.0,2015-01-10 09:55:46,184257
3521,Costureira,1200.0,2014-06-17 10:51:05,177483
2473453,Coordenação Administrativo- Financeiro,8000.0,2016-10-01 14:16:21,203985
1474255,Transporte Local / Locação de Automóvel / Combustível,800.0,2013-07-01 00:00:00,159406
2013956,Coro,3000.0,2017-08-03 16:45:22,210271
1706183,Elenco Principal,4000.0,2014-01-16 16:39:37,168176
1840742,Curador,16000.0,2014-06-06 16:23:48,173375
2147704,Músico de Base,1000.0,2015-10-08 16:07:59,191730
1106702,Tapumes/cercas,55.33,2012-03-30 00:00:00,148637
1696487,Pesquisa,4000.0,2013-12-04 15:50:04,167656
716402,Licenças,117480.0,2014-08-20 16:38:06,182985
960307,Auxiliar de Serviços Gerais,600.0,2012-01-03 00:00:00,141897
983168,"Seguro (pessoas, obras e equipamentos - especificar)",8000.0,2011-12-30 00:00:00,142503
2535857,Frete rodoviário,0.0,2017-06-02 16:43:03,208945
171146,Estandartes / Banners,450.0,2013-11-28 17:01:59,167660
1118832,Grupo teatral,3500.0,2012-05-22 00:00:00,149639
309456,"Folder formato até A1(84x59,4cm)
",0.3,2010-06-18 00:00:00,119801
1857042,"Fotografia Artística (Fotógrafo, Tratamento, Revelação, etc.)",3000.0,2015-01-10 09:55:46,172761
2124995,"Spot de até 30""
",180.0,2015-08-18 00:00:00,190622
320238,Projeto Gráfico,3500.0,2010-11-01 00:00:00,121051
654587,Técnico de som,2000.0,2011-06-01 00:00:00,132787
387213,Confecção de Convites,0.3,2010-05-01 00:00:00,121228
813393,Hospedagem sem Alimentação,79.0,2012-10-07 00:00:00,137877
759096,Assistente de produção,4000.0,2013-09-22 00:00:00,163700
1261813,Técnico efeitos especiais,3000.0,2012-11-02 00:00:00,155138
1659189,Sítio de Internet - Hospedagem,150.0,2013-12-03 16:28:44,166957
2447091,Designer gráfico,3000.0,2017-01-04 10:22:55,205132
946128,Estandartes / Banners,100.0,2014-07-31 07:27:29,177587
670542,Figurinista,3000.0,2011-07-01 00:00:00,132138
2473771,Remuneração para captação de recursos,15000.0,2017-04-06 10:54:42,206500
2111117,Apresentador / Maitre,0.0,2015-04-22 00:00:00,190216
1290656,Material de escritório,7000.0,2012-10-29 00:00:00,155396
2426966,Busdoor,8000.0,2016-12-13 00:00:00,206186
1674183,Refeição,60.0,2014-03-10 00:00:00,170817
1755988,Coordenador de produção,1400.0,2014-06-18 00:00:00,169989
275496,Cartaz,1200.0,2009-10-01 00:00:00,118205
1612613,Coordenação geral,6000.0,2013-03-25 00:00:00,159612
1350062,Coordenação Técnica,7000.0,2013-04-12 00:00:00,156870
1355858,Consultoria Técnica,30000.0,2016-05-01 00:00:00,194035
21346,Transporte de material,15000.0,2009-06-25 00:00:00,111512
1070010,Folders,4.0,2012-07-30 00:00:00,148135
1612519,Segurança,8000.0,2013-09-01 00:00:00,162928
2489715,Locação de linóleo,380.0,2017-03-17 13:50:39,208094
497986,"Banner/faixa adesiva/faixa de lona/saia de palco/testeira/pórtico
",800.0,2010-10-01 00:00:00,126511
395372,Manutenção de Informática,1500.0,2013-01-05 00:00:00,157385
384221,Tradutor,8000.0,2010-07-01 00:00:00,122463
1012397,Locação de teatro,20000.0,2015-02-21 15:19:11,189385
353577,"Anúncio de 1/2 de  página
",750.0,2010-11-29 00:00:00,128918
98720,Músicos / Intérpretes,25000.0,2009-08-27 00:00:00,114180
1841404,Passagens Aéreas (Descrever os trechos na tela de deslocamentos),600.0,2015-01-10 09:55:46,160497
1808391,Recepcionista,1000.0,2015-01-10 09:55:46,170946
227281,Assistente de produção,1000.0,2010-01-04 00:00:00,117456
2356603,Transporte de material,7000.0,2016-12-26 16:11:34,205332
128569,Restauração dos elementos estruturais de sustentação dos forros artísticos,59.92,2017-09-29 14:51:14,214072
2142877,Produtor Executivo,3000.0,2015-04-30 16:16:07,190659
1265487,Preparador Vocal,1500.0,2013-01-10 00:00:00,155504
2125011,Audiovisual 3' a 5',1500.0,2015-03-27 10:17:41,190554
1704737,Remuneração para captação de recursos,100000.0,2014-01-07 10:09:09,167827
1731945,Material de escritório,1131.9,2014-01-07 00:00:00,170213
1986407,Camarim,2500.0,2015-01-10 09:55:47,183878
1176689,Mídia impressa,13000.0,2012-07-01 00:00:00,150037
217475,Prêmios,20000.0,2010-01-04 00:00:00,117780
997787,Artista criação,0.0,2012-01-01 00:00:00,145790
1408939,Grupos Circenses,28000.0,2015-01-10 09:55:46,158347
849063,Iluminador,5000.0,2011-07-22 00:00:00,136082
1184036,Cenografia/material/confecção,2500.0,2014-01-07 10:09:08,152443
941628,Transporte Local / Locação de Automóvel / Combustível,30000.0,2011-12-15 00:00:00,142713
1835891,Coordenador do Projeto,3500.0,2015-07-13 16:34:27,174682
175257,Assistente de produção,500.0,2010-01-04 00:00:00,117296
1558367,Fantasias/criação,600.0,2014-01-07 10:09:08,166190
1758727,"Banner/faixa adesiva/faixa de lona/saia de palco/testeira/pórtico
",100.0,2015-01-10 00:00:00,170374
1215861,Assistente de Diretor,6000.0,2012-09-01 00:00:00,150891
206496,Passagens terrestres,2000.0,2010-06-10 00:00:00,119822
2077682,Coreógrafo,5000.0,2015-03-09 16:31:42,188268
633267,Correios,1500.0,2011-05-12 00:00:00,132152
1214029,Registro videográfico,2000.0,2014-01-07 10:09:08,153825
957473,Cenotécnico,1000.0,2015-03-03 00:00:00,144287
1462566,Assistente de produção,1016.44,2013-03-01 00:00:00,159177
1056475,Coordenação geral,10080.0,2016-12-26 16:11:34,206959
43823,Mídia radiofônica,2500.0,2011-01-01 00:00:00,125749
197142,Bolsa Incentivo,150.0,2010-01-14 00:00:00,116863
521027,Secretária,2409.0,2013-01-01 00:00:00,129122
2936,Refeição,15.0,2009-07-01 00:00:00,111702
1823835,Tendas,20000.0,2015-01-10 09:55:46,174831
1292685,Assistente administrativo,800.0,2012-11-01 00:00:00,155481
19310,Cartaz,1.5,2010-05-03 00:00:00,121110
621582,Assessor de imprensa,3000.0,2016-08-07 00:00:00,201194
1496905,Transporte de material,4000.0,2015-01-10 09:55:46,160793
695506,Projetos Museológicos e Museográficos - Propostas Básicas,5000.0,2011-04-01 00:00:00,132916
350692,"Banner/faixa adesiva/faixa de lona/saia de palco/testeira/pórtico
",220.0,2010-05-01 00:00:00,120302
5263,Banda/Grupo nacional,3000.0,2009-08-01 00:00:00,111460
1681897,Tendas,50.0,2014-01-07 10:09:08,169040
2226431,Maestro,30000.0,2015-11-23 16:42:19,194821
