,Item,ValorUnitarioAprovado,Data,idPRONAC
1963904,Recepcionista,150.0,2014-10-22 16:29:56,184604
724590,Curadoria,15000.0,2011-03-18 00:00:00,133111
2310102,Intérprete de libras,4000.0,2016-11-25 14:07:32,205330
1611173,Grades,20000.0,2015-01-10 00:00:00,162112
2232880,Material de escritório,125.0,2015-09-24 16:38:18,193872
932134,Eletricista,250.0,2012-03-16 00:00:00,143223
465170,Segurança,15000.0,2011-06-01 00:00:00,125369
1522000,Revisão de Texto,5000.0,2014-01-07 00:00:00,161063
230211,Professor,125.0,2010-03-15 00:00:00,118930
2189644,Operador de Luz,330.0,2015-08-28 16:43:24,193050
2360297,Mídia radiofônica,10000.0,2016-08-31 14:35:35,202987
1287560,Advogado,1600.0,2012-12-01 00:00:00,151556
1526656,A.R.T. de execução,1000.0,2013-04-04 00:00:00,160765
531365,Palestrante,6000.0,2013-05-15 00:00:00,160643
846559,"Banner/faixa adesiva/faixa de lona/saia de palco/testeira/pórtico
",320.0,2011-05-02 00:00:00,133861
596577,Refeição,4000.0,2017-01-01 15:56:23,206593
840611,Hospedagem com Alimentação,150.0,2011-08-23 00:00:00,137185
1823196,A.R.T - Anotação de Responsabilidade Técnica,3500.0,2014-07-17 16:51:14,174622
272824,Telefone,700.0,2011-01-01 00:00:00,120253
1451850,Assistente administrativo,1200.0,2015-11-06 16:43:35,194299
1160584,"Banner/faixa adesiva/faixa de lona/saia de palco/testeira/pórtico
",300.0,2012-06-30 00:00:00,150631
524107,Locação de caçamba para remoção de entulho,300.0,2010-11-01 00:00:00,127088
382132,Equipamentos de projeção,175.0,2010-11-17 00:00:00,122876
1401110,Maestro,3620.0,2012-12-12 00:00:00,157191
687124,Locação de sala para ensaios,2000.0,2011-07-10 00:00:00,132881
1242848,Copiagem,7.5,2012-11-05 00:00:00,155456
2017073,Diretor Artístico,1000.0,2015-01-10 09:55:46,186251
2542240,Tratamento de imagens,0.17,2017-11-13 17:46:05,215294
981454,ECAD (caso de o evento ser aberto e gratuito),300.0,2012-10-16 00:00:00,145121
2103267,Guitarra,2200.0,2015-05-08 08:19:28,189924
151205,Elaboração e Agenciamento,46989.4,2009-11-01 00:00:00,116399
155987,Hospedagem com Alimentação,450.0,2010-09-01 00:00:00,116054
1068170,Material sensível,4000.0,2012-01-22 00:00:00,146987
1811368,INSS,20000.0,2014-04-22 16:39:06,172727
1929831,Estrutura Metálica,130.0,2014-08-20 00:00:00,182856
789621,Iluminador,350.0,2016-06-20 00:00:00,201429
612397,Camisetas,8.75,2011-01-03 00:00:00,131021
1937102,Diretor de produção,5000.0,2014-08-29 08:08:10,183180
656319,Transporte de material,8000.0,2015-11-24 16:37:59,198686
789543,Aluguel de instrumentos,3250.0,2011-06-01 00:00:00,135074
2400802,"Anúncio de 1/4 de página
",45000.0,2016-09-07 10:14:10,203824
1141734,Jurado,1500.0,2012-03-13 00:00:00,148591
1783601,Artista criação,1480.0,2017-04-06 10:54:42,201597
2568499,Locação de equipamentos,3900.0,2018-01-10 09:49:55,217292
345948,Elenco Principal,3000.0,2012-06-01 00:00:00,145765
2347406,Refeição,18000.0,2017-02-01 00:00:00,200300
2515660,Locação de equipamentos,15000.0,2017-06-13 12:15:48,207940
1024616,Maquiagem,600.0,2015-10-26 00:00:00,194626
115200,Coordenação geral,6979.8,2015-08-20 00:00:00,193352
83417,Materiais e equipamentos para montagem,500.0,2010-02-01 00:00:00,113857
1667850,Material de escritório,1500.0,2015-01-10 09:55:47,167055
2125040,Coordenador Administrativo,1500.0,2017-07-25 11:54:07,209573
2061659,Locação de Equipamento de projeção,42000.0,2015-10-29 00:00:00,194718
1954778,Programação visual,4000.0,2014-08-13 16:32:11,182976
1497112,"Sítio de internet
",7000.0,2013-04-01 00:00:00,159466
1633097,Banda/Grupo internacional,45000.0,2015-01-10 00:00:00,163185
1954785,Consertos e reposições,600.0,2015-10-23 00:00:00,193335
902560,Locação de teatro,1500.0,2016-09-16 00:00:00,203828
1649742,Instrutor,800.0,2013-12-19 00:00:00,163682
775839,Diretor de produção,300.0,2011-10-03 00:00:00,135971
1278508,Produtor,30000.0,2014-01-07 10:09:08,155233
2401475,Assistente de produção,2200.0,2016-06-17 19:48:07,202817
58990,Hospedagem sem Alimentação,150.0,2010-03-01 00:00:00,111969
58839,Mídia impressa,330.0,2009-07-10 00:00:00,112144
1038709,Crachá,2.0,2012-01-16 00:00:00,145238
1286198,Locação de teatro,2400.0,2012-09-03 00:00:00,153518
2303967,"Locação de equipamentos de luz (torres, mesas, racks, cabos, refletores, máquinas de fumaça, monitor)",500.0,2017-06-25 00:00:00,202254
928431,"Sítio de internet
",2000.0,2014-01-07 10:09:09,167362
1180378,Programador,11130.0,2012-07-09 00:00:00,150212
688214,Contador,10000.0,2011-06-01 00:00:00,133157
899905,Arquiteto/engenheiro,0.0,2011-10-01 00:00:00,140543
1434564,Cinegrafista,500.0,2013-07-01 00:00:00,159336
951668,Refeição,25.0,2012-01-01 00:00:00,142790
1663294,Loucas e metais,56.95,2016-01-22 16:49:46,166834
2410652,Intérprete de libras,160.0,2016-12-23 00:00:00,205280
908024,Contador,550.0,2016-08-11 14:03:47,203838
53643,Passagens Aéreas (Descrever os trechos na tela de deslocamentos),1450.0,2009-06-19 00:00:00,111583
1177094,Diretor de produção,3000.0,2012-04-20 00:00:00,149251
1677065,Grades,35.0,2013-11-20 00:00:00,166799
1469969,Locação de Mobiliário,3200.0,2014-01-07 10:09:08,159543
1130382,Passagens Aéreas (Descrever os trechos na tela de deslocamentos),1000.0,2016-03-03 11:35:22,201293
680942,Telefone,1000.0,2011-09-01 00:00:00,132599
1559895,Segurança,2200.0,2013-09-01 00:00:00,160408
384188,Aluguel de vans,8000.0,2011-01-01 00:00:00,122295
2149224,Consultores,8000.0,2015-07-03 00:00:00,190412
1181116,"Anúncio de 1/2 de  página
",8000.0,2015-04-01 11:19:06,187325
1511899,Curador,5000.0,2013-09-04 10:13:01,160865
2287795,Contador,750.0,2017-02-24 11:32:22,206123
514439,Locação de automóveis,95.0,2010-10-14 00:00:00,127342
699747,Produtor local,1500.0,2011-06-30 00:00:00,133126
230464,Aluguel de Sede de Produção,1000.0,2009-12-22 00:00:00,118819
2488607,Hospedagem sem Alimentação,160.0,2017-02-01 14:27:08,206967
357039,Peças de Internet(criação/textos/frames/multimídia),500.0,2010-04-11 00:00:00,120976
468672,Editor,2000.0,2011-06-01 00:00:00,125909
2224132,Diretor de Palco ou de Cena,1200.0,2015-06-22 15:34:18,191086
1253903,Iluminação geral teatrinho,7142.0,2012-11-30 00:00:00,156075
1275852,Auxiliar de Serviços Gerais,5562.7,2014-01-07 10:09:08,155693
404828,Operador de canhão,850.0,2010-11-08 00:00:00,122015
1315440,Arte-finalista,1500.0,2012-11-06 00:00:00,155577
392220,Elaboração e Agenciamento,35092.0,2011-03-01 00:00:00,122826
1875157,Passagens Aéreas (Descrever os trechos na tela de deslocamentos),400.0,2014-06-17 00:00:00,178102
665390,Diretor cinematográfico,12000.0,2011-03-21 00:00:00,132789
2369047,Hospedagem sem Alimentação,100.0,2016-07-01 22:29:29,201726
1876848,Coordenador de produção,5000.0,2014-07-07 16:10:35,178663
1988913,Material de apoio pedagógico,6.16,2014-11-27 16:53:43,185753
2554731,Sítio de Internet - Design e criação,2200.0,2017-02-01 17:35:27,203315
47441,Material de consumo,70.0,2011-01-01 00:00:00,129586
447781,Pesquisa,2000.0,2011-04-01 00:00:00,122079
96713,Transporte de material,600.0,2010-04-05 00:00:00,114319
473930,Cópias digitais,500.0,2010-10-01 00:00:00,124825
2056193,Legendagem,0.0,2015-03-02 12:45:01,187907
1220457,Cartaz,20.0,2012-08-09 00:00:00,152863
340416,Locação de sala para ensaios,10000.0,2010-05-13 00:00:00,120490
12544,Transporte Local / Locação de Automóvel / Combustível,25000.0,2009-08-20 00:00:00,112941
792542,Confecção de painéis explicativos,350.0,2011-06-30 00:00:00,135870
185331,Assistente administrativo,800.0,2012-02-01 00:00:00,146579
684496,"Convite
",0.9,2011-03-01 00:00:00,133084
2159209,"Banner/faixa adesiva/faixa de lona/saia de palco/testeira/pórtico
",800.0,2015-07-23 07:23:14,192341
882387,INSS,3000.0,2011-10-14 00:00:00,140272
1466012,Locação de espaço para evento,10000.0,2015-01-10 09:55:46,159979
2132213,Apresentador /locutor,2500.0,2015-03-26 16:40:04,189821
1070285,Coordenação Editorial,10000.0,2012-08-01 00:00:00,148382
1043963,"Banner/faixa adesiva/faixa de lona/saia de palco/testeira/pórtico
",900.0,2012-04-01 00:00:00,146341
1625639,Produtor,10000.0,2014-01-07 10:09:08,162982
764631,Cenógrafo,10000.0,2011-05-30 00:00:00,135068
2442135,Material de consumo,3300.0,2016-10-18 00:00:00,206187
2131842,Cenógrafo,5000.0,2014-08-26 00:00:00,182717
403693,Correios,400.0,2010-05-24 00:00:00,122032
243798,Aluguel de Locações,2000.0,2010-04-10 00:00:00,118081
541517,Secretária,800.0,2010-11-20 00:00:00,127241
571158,Figurantes,120.0,2011-06-01 00:00:00,130840
2161944,Iluminador,4000.0,2015-05-19 16:32:44,189903
1643231,Coordenador de produção,4000.0,2013-10-12 00:00:00,163043
2488045,Produtor Executivo,0.0,2017-03-27 00:00:00,207668
1645379,Hospedagem sem Alimentação,160.0,2013-10-15 00:00:00,163804
1821393,Material de escritório,1500.0,2014-04-09 16:32:22,173171
778028,Contador,1800.0,2016-12-23 16:58:48,205313
77326,Operador de Luz,300.0,2010-01-01 00:00:00,112177
1468135,Hospedagem com Alimentação,250.0,2013-12-19 08:37:40,160072
41792,Registro videográfico,4000.0,2009-07-05 00:00:00,111635
184530,Transporte Local / Locação de Automóvel / Combustível,0.0,2009-11-15 00:00:00,116413
1527515,Assessor de imprensa,4000.0,2013-06-05 00:00:00,161379
1962849,Coordenador de produção,6000.0,2014-10-27 16:22:46,183626
2160379,Chefe de camarim,600.0,2015-07-01 15:25:55,191445
787503,Outdoors,20000.0,2011-07-25 00:00:00,136278
1486126,Assessor de imprensa,7000.0,2014-12-15 16:49:19,185311
1264199,Produção de Texto,4550.0,2012-10-29 00:00:00,154050
1535283,Hospedagem sem Alimentação,176.0,2013-05-05 00:00:00,160574
2060226,Mídia impressa,0.0,2015-07-20 00:00:00,186657
322021,Recepcionista,500.0,2010-04-01 00:00:00,120590
1679045,Cenário,10000.0,2014-01-07 10:09:08,167955
959463,Auxiliar Administrativo,3500.0,2012-01-01 00:00:00,142674
1589062,Diretor Artístico,30000.0,2014-11-25 00:00:00,185331
352029,Elaboração e Agenciamento,22629.0,2010-09-01 00:00:00,121580
2437546,Locação de sala para ensaios,3000.0,2016-12-27 17:16:43,206565
302276,Camarim,500.0,2010-09-01 00:00:00,121186
320634,Postagem,1.2,2010-05-01 00:00:00,121021
332965,Telefone,2000.0,2010-03-09 00:00:00,120335
2037798,Mailing-list,200.0,2015-01-07 00:00:00,186859
689139,Direitos Autorais,15000.0,2011-04-01 00:00:00,132440
2553053,Assistente de produção,2000.0,2017-10-30 14:18:34,214029
185751,Passagens terrestres,4.6,2010-02-27 00:00:00,117795
729823,Coordenação de oficinas,1500.0,2014-08-20 16:45:05,182984
1638447,Pesquisa de locação,800.0,2013-11-11 00:00:00,164534
1162051,Operador de Luz,1200.0,2012-05-03 00:00:00,149316
1636816,Cenário,37000.0,2013-08-05 00:00:00,162630
2471939,A.R.T - Anotação de Responsabilidade Técnica,3000.0,2017-02-28 17:21:36,207925
671426,INSS,25575.0,2011-02-28 00:00:00,132029
160769,Projeto Gráfico,2500.0,2009-12-01 00:00:00,116994
1118779,Equipamento som com operador,0.0,2016-02-22 21:52:22,201354
2328211,"Aprovações, Licenças e Alvarás",1700.0,2016-06-01 12:42:52,201524
1034282,Coordenador de produção,3500.0,2013-05-14 00:00:00,147225
1891819,Material de consumo,2200.0,2015-01-10 09:55:46,179881
1072997,Transporte Local / Locação de Automóvel / Combustível,500.0,2012-03-20 00:00:00,148481
1325722,Refeição,1100.0,2012-11-05 00:00:00,155542
1188366,Elenco coadjuvante,300.0,2017-04-03 00:00:00,169285
425770,Locação de Mobiliário,750.0,2010-06-01 00:00:00,122048
2198091,Cenógrafo,5000.0,2015-09-11 08:57:02,190717
310485,"Convite Eletrônico/Folder Eletrônico
",0.85,2010-11-05 00:00:00,120945
1958001,Oficineiro,1000.0,2014-11-14 00:00:00,184606
1553424,Lavanderia,1000.0,2013-06-03 00:00:00,160624
1573714,Correios,42.0,2014-01-07 10:09:09,162481
1866435,Cópias e reproduções,100.0,2014-06-26 17:29:57,178497
1452698,Cópias digitais,1000.0,2013-03-03 00:00:00,159862
759295,Instalações hidro-sanitárias,325.97,2011-06-20 00:00:00,134496
1591273,"Anúncio de 1/2 de  página
",5500.0,2013-05-27 00:00:00,161229
5417,Imagens,250.0,2009-06-01 00:00:00,111227
1454529,Aluguel de Sede de Produção,3500.0,2014-03-01 10:07:13,161091
2340030,"Fotografia Artística (Fotógrafo, Tratamento, Revelação, etc.)",3000.0,2016-09-01 00:00:00,202054
1129391,Contador,1000.0,2013-11-05 00:00:00,150054
2259751,"Fotografia Artística (Fotógrafo, Tratamento, Revelação, etc.)",200.0,2015-10-16 16:48:01,194576
987555,Transporte Local / Locação de Automóvel / Combustível,4200.0,2012-01-08 00:00:00,145148
1787559,Aluguel de instrumentos,600.0,2014-01-07 10:09:09,170049
1546039,Programação visual,180.0,2014-01-07 10:09:08,162063
2435604,Locação de Equipamento de projeção,4500.0,2016-10-17 00:00:00,205210
2063721,Coordenador do Projeto,4000.0,2014-11-20 09:30:41,186621
570186,Segurança,180.0,2011-01-01 00:00:00,129464
953739,Produtor,1500.0,2017-04-26 11:45:48,207903
544718,Coordenação dos monitores,2000.0,2011-05-13 00:00:00,126816
351330,Assistente de produção,1200.0,2010-03-16 00:00:00,120447
2472245,Assessor de imprensa,2000.0,2017-06-08 10:25:31,208969
1819766,Portão Metálico,205.0,2014-05-05 16:33:52,170948
2165494,Hospedagem com Alimentação,6000.0,2016-12-28 15:32:21,207258
1545581,Locação de equipamentos,66100.0,2014-11-20 18:25:15,185321
2227175,Telefone,1800.0,2015-12-28 12:09:42,198413
1255790,Hospedagem sem Alimentação,217.11,2012-07-24 00:00:00,153394
613887,Arranjador,3000.0,2011-07-18 00:00:00,129012
1345177,Bombeiro,3000.0,2014-01-07 10:09:08,171054
491651,Instalações hidro-sanitárias,0.0,2016-04-26 08:55:50,201975
1293843,Painel de led - locação,1500.0,2014-01-07 10:09:08,156146
2322084,Coordenação Editorial,10000.0,2016-04-10 11:53:45,201761
651077,Professor,1300.0,2011-03-17 00:00:00,132772
1410117,"Banner/faixa adesiva/faixa de lona/saia de palco/testeira/pórtico
",100.0,2013-01-15 00:00:00,157704
1878921,Material de consumo,0.0,2014-05-12 00:00:00,175416
1293117,Diretor musical,3000.0,2013-01-02 00:00:00,156114
2239686,Transporte Local / Locação de Automóvel / Combustível,800.0,2017-08-03 10:22:10,209763
2328279,Banheiro químico,300.0,2016-08-25 09:28:34,201877
2350869,Artista criação,2000.0,2017-07-01 14:29:11,209351
77362,"Seguro (pessoas, obras e equipamentos - especificar)",10000.0,2010-01-01 00:00:00,117932
172908,Locação de equipamentos,0.0,2015-03-02 21:24:12,186358
810231,Mídia Televisiva,50000.0,2016-12-23 16:15:17,202901
1578789,Cenografia/material/confecção,3000.0,2013-06-15 00:00:00,161398
1607032,Designer gráfico,3000.0,2014-06-19 10:14:37,177620
350730,Assistente de produção,2500.0,2011-08-25 00:00:00,120319
73954,Sobrecapa / Guarda,0.8,2009-08-01 00:00:00,112627
1612374,"Banner/faixa adesiva/faixa de lona/saia de palco/testeira/pórtico
",160.0,2013-05-01 00:00:00,160522
1223785,Folheto,0.08,2012-08-01 00:00:00,150391
2469813,Materiais e equipamentos para montagem,1670.0,2017-08-30 10:03:33,208526
1067520,Tendas,800.0,2012-04-02 00:00:00,147866
180490,"Convite
",3600.0,2010-02-01 00:00:00,116595
153252,Sonoplasta,7200.0,2010-04-28 00:00:00,116770
6643,Músicos / Intérpretes,20000.0,2009-07-01 00:00:00,111446
438619,Impressão,6.5,2010-06-06 00:00:00,122323
2185035,Produtor local,10000.0,2015-07-21 16:40:12,192915
1713876,Assessor de imprensa,1000.0,2014-01-07 10:09:08,167389
530787,Outdoors,600.0,2011-03-01 00:00:00,126317
1696473,Folders,2.3,2013-11-27 00:00:00,167883
1062098,Passagens Aéreas (Descrever os trechos na tela de deslocamentos),683.92,2011-12-21 00:00:00,143296
1251922,Aluguel de AVID,3500.0,2015-01-29 10:27:04,154754
665151,Diretor de produção,7000.0,2011-06-01 00:00:00,132307
565981,Sítio de Internet - Registro de domínio,120.0,2010-11-10 00:00:00,130443
1940390,Mídia radiofônica,12000.0,2014-08-21 07:33:52,182608
1276814,Designer gráfico,2000.0,2013-04-08 00:00:00,155628
1026470,Consultores,1600.0,2012-02-03 00:00:00,146141
1831551,Projeto Gráfico,32900.0,2014-05-30 16:33:02,171430
638114,Locação de espaço para evento,550000.0,2013-04-30 00:00:00,161533
1475650,Refeição,15.0,2013-07-04 00:00:00,160947
1648450,Sonoplasta,250.0,2014-01-07 00:00:00,163786
2571935,Locação de equipamentos,1600.0,2017-11-21 16:39:03,215420
841760,"Convite
",0.0,2011-07-26 00:00:00,135873
2263516,Assessor de imprensa,5000.0,2015-12-22 00:00:00,198986
960658,Aluguel de Caminhões,9500.0,2012-03-01 00:00:00,140823
132422,Maquiador,2000.0,2012-03-08 00:00:00,145406
457064,"Seguro (pessoas, obras e equipamentos - especificar)",10000.0,2011-04-01 00:00:00,124391
2198709,Projeto cenográfico,5000.0,2015-10-27 00:00:00,194046
1610100,Camareira,1900.0,2014-01-07 10:09:08,162105
283860,Curadoria,15000.0,2010-07-01 00:00:00,125250
1931721,Produtor local,2500.0,2014-10-22 00:00:00,183449
1560234,Locação de rádio de comunicação,800.0,2013-05-13 00:00:00,160794
2554960,Custos de Administração,1591557.0,2017-11-28 16:56:04,215311
57694,Passagens Aéreas (Descrever os trechos na tela de deslocamentos),1350.0,2009-06-30 00:00:00,111641
19135,Confecção de ingressos,3000.0,2009-08-20 00:00:00,112941
1909463,Sacolas,5600.0,2014-10-08 16:45:38,181317
1025445,Folders,0.5,2012-02-08 00:00:00,146224
9229,"Aprovações, Licenças e Alvarás",18720.0,2010-09-03 00:00:00,120569
1408507,Grupos Folclóricos,2500.0,2012-12-30 00:00:00,155893
2570000,Consultoria Técnica,4000.0,2016-10-03 00:00:00,203323
1950100,Editor,10300.0,2014-10-30 00:00:00,183460
1722880,Refeição,15000.0,2013-12-19 00:00:00,168014
3768,Correios,200.0,2010-12-21 00:00:00,121129
2231629,Refeição,130.0,2017-09-04 13:45:57,210413
95349,Aluguel de Sede de Produção,55000.0,2013-05-01 00:00:00,159323
1625459,Segurança,120.0,2014-01-07 10:09:08,160449
379207,Curador,3000.0,2013-11-14 00:00:00,121518
2033211,Copiagem,8.9,2014-11-21 00:00:00,186565
408593,Assessor de imprensa,3000.0,2010-06-01 00:00:00,121944
2112120,Outdoors,150.0,2015-03-24 16:53:36,190421
1618491,Limpeza e preparo da área / locações,750.0,2014-01-07 00:00:00,163029
589532,Banheiro químico,100.0,2012-01-07 00:00:00,138236
178729,Correios,300.0,2010-01-01 00:00:00,118110
580272,Projeto Gráfico,0.0,2011-09-05 00:00:00,129180
1142849,Correios,700.0,2013-03-01 00:00:00,154484
624234,Material de apoio pedagógico,1080.0,2011-06-01 00:00:00,127725
2496317,Móveis e Utensílios,9393.57,2018-09-01 00:00:00,208471
1041120,Locação equipamento de som,7000.0,2012-02-03 00:00:00,146081
59810,Diretor de produção,3750.0,2009-06-06 00:00:00,111466
490509,Locação de cadeiras,12.0,2010-09-01 00:00:00,124096
2455074,Locação de equipamentos,0.0,2016-12-26 00:00:00,207113
1607109,Cartaz,2.2,2013-07-03 00:00:00,161969
1023797,Material de consumo,1800.0,2011-12-26 00:00:00,143327
2426648,Estandartes / Banners,900.0,2016-12-22 18:30:14,205718
1429175,Passagens Aéreas (Descrever os trechos na tela de deslocamentos),2800.0,2013-01-24 00:00:00,158781
482701,Aderecista,1500.0,2011-01-03 00:00:00,126632
1080421,Serviço de limpeza,7000.0,2012-03-12 00:00:00,148418
952366,Mídia impressa,870.0,2012-04-01 00:00:00,143674
2288383,Cenógrafo,9000.0,2015-12-02 16:47:51,195010
455055,Confecção de Convites,0.06,2011-03-01 00:00:00,123157
1261029,Assistente de Diretor,2500.0,2015-09-11 00:00:00,155391
1616165,Secretária,1200.0,2013-08-22 00:00:00,163119
756433,Consultoria Técnica,5000.0,2011-06-01 00:00:00,134063
1609367,Refeição,0.0,2014-01-07 10:09:09,164286
1807112,Locação de estúdio,7500.0,2014-03-17 16:34:20,171353
2300158,Locação de equipamentos,60000.0,2016-08-01 00:00:00,200447
1557943,Luz,0.0,2013-10-01 00:00:00,163413
2118125,Sítio de Internet - Hospedagem,100.0,2014-12-24 16:55:17,187867
1263011,Diretor de Cenas,3160.0,2015-07-03 00:00:00,166889
413683,Refeição,4.49,2013-01-01 00:00:00,157071
1278557,Elenco Principal,4250.0,2012-10-01 00:00:00,154591
715286,Sala de imprensa,2925.0,2011-03-18 00:00:00,133111
1100992,Conexão de internet,1200.0,2012-03-20 00:00:00,148058
719875,Mídia internet,15000.0,2011-07-01 00:00:00,133705
888737,Instrutor,40.0,2011-11-18 00:00:00,139969
2334218,Impressão,0.13,2016-04-27 00:00:00,201627
2138638,Folheto,0.44,2015-08-12 00:00:00,190991
2068196,Operador de Luz,210.0,2015-02-24 16:39:41,189299
2221669,"Livreto
",6.0,2015-09-24 00:00:00,193887
992823,Cenógrafo,4000.0,2012-02-01 00:00:00,145829
2556349,Edição de imagem,120.0,2018-01-01 18:12:04,215250
1211805,Projeto Gráfico,1000.0,2012-09-06 00:00:00,153955
1068583,Assistente de câmera,12000.0,2012-03-05 00:00:00,147968
229508,"Locação de equipamentos de luz (torres, mesas, racks, cabos, refletores, máquinas de fumaça, monitor)",158.0,2010-01-04 00:00:00,117376
752316,Orquestra,600.0,2011-03-01 00:00:00,132417
91219,Contador,5000.0,2013-01-01 00:00:00,138453
1424799,Estandartes / Banners,100.0,2013-07-02 00:00:00,161121
1005772,Editoração Eletrônica,30.0,2011-12-19 00:00:00,143038
2444642,Cenógrafo,3000.0,2016-10-10 20:20:21,204052
156035,Material cenográfico,12000.0,2010-05-05 00:00:00,115769
2386630,Mídia internet,4000.0,2017-06-29 11:33:02,208425
809790,Maquiagem,37000.0,2012-01-21 00:00:00,137100
2119261,Assistente de produção,1800.0,2015-03-25 00:00:00,189104
235349,Pesquisador,8000.0,2010-03-01 00:00:00,119130
429454,Projeto Gráfico,6000.0,2010-09-01 00:00:00,125433
532422,Apresentador / Maitre,1200.0,2011-01-05 00:00:00,128033
2441583,Elenco protagonista,2500.0,2016-12-23 16:15:17,206835
2524542,Estrutura Metálica,20000.0,2017-03-17 13:50:39,207375
1812833,Mídia Televisiva,4000.0,2014-02-26 00:00:00,171029
1624999,Impressão,4.5,2014-03-29 08:04:36,162582
227613,Força e luz,600.0,2010-06-10 00:00:00,117860
1630946,Material de consumo,1700.0,2014-01-07 10:09:08,159605
2539008,Curadoria,30000.0,2017-02-07 11:13:40,203325
1931213,Telefone,7500.0,2015-01-05 00:00:00,183020
1529122,Fantasias/material/confecção,800.0,2013-06-01 00:00:00,160904
1297344,Locação equipamento de som,5000.0,2014-01-07 10:09:08,155196
1098760,Diretor geral,5100.0,2014-01-07 10:09:08,147588
1867248,Vigia,200.0,2015-08-31 16:14:49,178114
2355223,Hospedagem sem Alimentação,250.0,2016-04-01 00:00:00,201143
1349353,Coordenador do Projeto,4670.0,2013-02-01 00:00:00,157185
2196743,Hospedagem sem Alimentação,180.0,2015-07-30 16:37:48,192105
682425,Diretor geral,30000.0,2011-10-01 00:00:00,133136
1511574,Mixagem,8500.0,2013-09-01 00:00:00,161136
474935,"Locação de equipamentos de luz (torres, mesas, racks, cabos, refletores, máquinas de fumaça, monitor)",6000.0,2011-04-29 00:00:00,127082
758443,Outdoors,940.0,2012-08-24 00:00:00,135087
2149955,Designer gráfico,3000.0,2015-09-11 16:39:08,191775
1448397,Esgoto,5469.98,2014-03-03 16:54:17,160485
820527,Direitos Autorais,6250.0,2013-08-01 00:00:00,162604
1692117,Transporte de material,142500.0,2014-01-07 10:09:09,167149
2130445,Montagem e desmontagem,600.0,2015-04-23 15:00:17,189833
1483480,Assistente do diretor,6000.0,2014-01-07 10:09:09,158236
1878035,Produtor,5000.0,2014-07-24 00:00:00,173057
19990,Cantor / Solista,15000.0,2009-04-20 00:00:00,111123
228780,Assistentes,4200.0,2011-01-10 00:00:00,128797
1174027,Impressão,180.0,2017-07-18 11:15:03,208158
619185,Mídia radiofônica,0.0,2011-03-28 00:00:00,131610
68843,Diretor Artístico e Musical,5000.0,2009-10-01 00:00:00,114370
1163489,Água,300.0,2012-07-30 00:00:00,152391
1451411,Assessoria de Comunicação,10000.0,2013-09-01 00:00:00,160205
174375,Roadie,150.0,2010-04-05 00:00:00,120830
2093228,Cartaz,3.0,2015-12-22 17:27:51,190309
399410,Cenografia/material/confecção,42000.0,2010-09-25 00:00:00,121938
414710,Material de apoio pedagógico,7.0,2013-01-01 00:00:00,157071
804545,Filme fotográfico,33.0,2011-06-06 00:00:00,135231
2120324,Remuneração para captação de recursos,20000.0,2015-01-21 10:56:19,189074
827882,"Banner/faixa adesiva/faixa de lona/saia de palco/testeira/pórtico
",300.0,2011-08-30 00:00:00,137853
1053188,Locação de mesa de som/ equipamentos,2500.0,2014-06-01 00:00:00,158576
462196,Eletricista,900.0,2017-12-20 00:00:00,123751
407212,Maquiagem,2000.0,2010-10-10 00:00:00,124739
1221508,Fretamento de ônibus,1200.0,2011-12-20 00:00:00,142747
2092739,Apresentador /locutor,350.0,2015-03-26 09:29:55,189814
1828910,Bombeiro,145.0,2014-04-10 00:00:00,172911
2392254,Assessor de imprensa,3000.0,2017-01-01 19:21:36,206248
2515035,Coordenação Editorial,15000.0,2017-08-23 10:08:16,210334
1019694,Cartaz,0.75,2012-01-20 00:00:00,146180
755833,Assistente de produção,600.0,2011-07-01 00:00:00,134443
923269,Locação de Sala de Cinema,7000.0,2013-05-03 00:00:00,139574
2260518,Produtor,0.0,2016-03-01 21:54:42,197948
2560834,Segurança,900.0,2017-08-08 14:21:19,209845
1710062,"Seguro (pessoas, obras e equipamentos - especificar)",50000.0,2013-12-19 00:00:00,167965
2164513,Material de escritório,500.0,2015-03-03 09:16:33,189953
185971,Contador,3000.0,2010-10-01 00:00:00,116063
469728,Revisão de Texto,0.0,2011-01-15 00:00:00,126598
1068482,Folders,2.5,2012-04-02 00:00:00,147866
199575,Estagiário,500.0,2009-12-09 00:00:00,117619
2306966,"Fotografia Artística (Fotógrafo, Tratamento, Revelação, etc.)",400.0,2015-10-27 16:40:10,197949
2403546,Técnico de som,700.0,2017-02-01 16:27:43,206553
1743713,Material de consumo,4800.0,2014-01-16 11:04:55,169221
1682889,PIS (trabalhista),340.0,2014-01-07 10:09:08,167395
1244481,Aluguel de câmera completa,450.0,2014-01-07 10:09:08,154531
1987275,Suprimentos de Informática,1000.0,2014-11-27 16:53:43,185909
1951146,Projetor de alta luminosidade,1800.0,2014-11-12 17:01:10,184121
1837349,Locação de mesa de som/ equipamentos,4000.0,2015-01-10 09:55:46,172698
426448,Sítio de Internet - Hospedagem,90.0,2011-01-01 00:00:00,125326
1839272,Cenografia/material/confecção,18678.0,2014-04-10 00:00:00,172911
982703,Hospedagem sem Alimentação,160.0,2012-01-09 00:00:00,145177
220370,Bailarinos,1800.0,2009-12-20 00:00:00,117606
283229,Curador,500.0,2010-04-01 00:00:00,119869
